order_item_id,order_id,product_id,quantity,unit_price,discount_amount
704430,92697,1006,2,30.00,0.00
704431,92698,1003,2,85.50,19.00
704432,92698,1006,1,30.00,0.00
704433,92699,1007,1,38.00,0.00
704434,92699,1018,1,30.60,3.40
704435,92700,1015,1,32.00,0.00
704436,92701,1007,1,38.00,0.00
704437,92702,1010,1,22.80,1.20
704438,92702,1005,3,26.60,4.20
704439,92703,1013,1,7.20,0.80
704440,92703,1004,1,110.00,0.00
704441,92704,1005,3,26.60,4.20
704442,92704,1013,1,8.00,0.00
704443,92705,1010,1,24.00,0.00
704444,92706,1015,1,32.00,0.00
704445,92706,1016,1,28.00,0.00
704446,92707,1010,2,24.00,0.00
704447,92707,1004,1,110.00,0.00
704448,92708,1007,3,38.00,0.00
704449,92709,1002,2,72.00,0.00
704450,92710,1009,1,26.00,0.00
704451,92711,1008,1,45.00,0.00
704452,92712,1006,1,30.00,0.00
704453,92713,1012,1,14.00,0.00
704454,92714,1008,2,45.00,0.00
704455,92715,1012,1,14.00,0.00
704456,92715,1007,2,38.00,0.00
704457,92716,1012,1,14.00,0.00
704458,92716,1007,1,36.10,1.90
704459,92716,1003,1,90.25,4.75
704460,92717,1012,2,14.00,0.00
704461,92717,1004,1,104.50,5.50
704462,92718,1013,2,7.60,0.80
704463,92718,1012,1,14.00,0.00
704464,92719,1006,2,30.00,0.00
704465,92720,1007,1,36.10,1.90
704466,92721,1016,1,26.60,1.40
704467,92722,1007,2,38.00,0.00
704468,92722,1008,1,45.00,0.00
704469,92723,1012,1,13.30,0.70
704470,92723,1004,1,110.00,0.00
704471,92724,1007,1,38.00,0.00
704472,92725,1008,1,45.00,0.00
704473,92726,1014,1,16.20,1.80
704474,92727,1013,1,7.60,0.40
704475,92728,1017,1,16.00,0.00
704476,92729,1006,1,27.00,3.00
704477,92730,1007,1,38.00,0.00
704478,92731,1016,1,28.00,0.00
704479,92731,1012,2,14.00,0.00
704480,92731,1013,1,7.60,0.40
704481,92731,1007,1,36.10,1.90
704482,92732,1011,2,28.50,3.00
704483,92732,1010,1,24.00,0.00
704484,92732,1012,1,14.00,0.00
704485,92733,1012,1,13.30,0.70
704486,92734,1001,2,65.00,0.00
704487,92734,1011,1,30.00,0.00
704488,92734,1016,1,28.00,0.00
704489,92734,1006,1,28.50,1.50
704490,92735,1014,1,17.10,0.90
704491,92736,1010,1,24.00,0.00
704492,92737,1007,1,38.00,0.00
704493,92737,1006,2,28.50,3.00
704494,92737,1009,1,26.00,0.00
704495,92738,1012,1,12.60,1.40
704496,92738,1003,1,95.00,0.00
704497,92739,1006,1,27.00,3.00
704498,92739,1003,1,90.25,4.75
704499,92739,1015,1,32.00,0.00
704500,92740,1012,2,13.30,1.40
704501,92741,1011,2,30.00,0.00
704502,92741,1015,1,32.00,0.00
704503,92742,1013,1,7.60,0.40
704504,92743,1013,1,7.60,0.40
704505,92744,1008,1,45.00,0.00
704506,92744,1005,2,28.00,0.00
704507,92745,1007,1,38.00,0.00
704508,92746,1010,1,24.00,0.00
704509,92746,1018,1,34.00,0.00
704510,92747,1013,1,7.60,0.40
704511,92747,1008,1,45.00,0.00
704512,92747,1007,1,38.00,0.00
704513,92748,1016,1,28.00,0.00
704514,92748,1017,1,16.00,0.00
704515,92749,1006,1,30.00,0.00
704516,92750,1012,1,14.00,0.00
704517,92750,1006,1,30.00,0.00
704518,92750,1015,2,32.00,0.00
704519,92751,1001,1,65.00,0.00
704520,92752,1016,1,28.00,0.00
704521,92752,1014,2,17.10,1.80
704522,92753,1013,2,7.60,0.80
704523,92753,1007,3,36.10,5.70
704524,92753,1004,1,110.00,0.00
704525,92754,1001,2,65.00,0.00
704526,92755,1009,1,26.00,0.00
704527,92756,1011,1,30.00,0.00
704528,92757,1015,1,30.40,1.60
704529,92757,1009,1,26.00,0.00
704530,92758,1009,1,26.00,0.00
704531,92759,1006,1,27.00,3.00
704532,92759,1008,2,45.00,0.00
704533,92760,1012,1,14.00,0.00
704534,92760,1006,1,27.00,3.00
704535,92761,1008,1,42.75,2.25
704536,92761,1012,1,14.00,0.00
704537,92762,1014,1,18.00,0.00
704538,92762,1013,1,7.60,0.40
704539,92763,1013,1,8.00,0.00
704540,92763,1006,1,30.00,0.00
704541,92764,1001,2,65.00,0.00
704542,92764,1017,1,16.00,0.00
704543,92765,1014,1,18.00,0.00
704544,92766,1016,2,28.00,0.00
704545,92767,1012,3,14.00,0.00
704546,92768,1012,1,14.00,0.00
704547,92769,1001,1,65.00,0.00
704548,92769,1015,1,32.00,0.00
704549,92769,1010,2,24.00,0.00
704550,92770,1015,2,32.00,0.00
704551,92770,1007,1,38.00,0.00
704552,92771,1016,2,28.00,0.00
704553,92771,1007,1,36.10,1.90
704554,92771,1006,1,30.00,0.00
704555,92772,1012,1,14.00,0.00
704556,92773,1013,3,8.00,0.00
704557,92773,1011,3,28.50,4.50
704558,92774,1009,1,24.70,1.30
704559,92774,1012,3,14.00,0.00
704560,92775,1013,1,8.00,0.00
704561,92775,1016,1,28.00,0.00
704562,92776,1007,3,38.00,0.00
704563,92777,1010,1,22.80,1.20
704564,92777,1011,1,30.00,0.00
704565,92778,1013,1,8.00,0.00
704566,92778,1011,1,30.00,0.00
704567,92778,1007,1,38.00,0.00
704568,92778,1008,1,45.00,0.00
704569,92779,1015,2,28.80,6.40
704570,92779,1008,2,42.75,4.50
704571,92779,1010,1,22.80,1.20
704572,92780,1004,3,110.00,0.00
704573,92781,1014,1,17.10,0.90
704574,92781,1018,1,32.30,1.70
704575,92781,1007,2,36.10,3.80
704576,92781,1010,1,24.00,0.00
704577,92782,1007,2,38.00,0.00
704578,92782,1006,1,30.00,0.00
704579,92782,1017,1,16.00,0.00
704580,92783,1008,1,45.00,0.00
704581,92783,1014,1,18.00,0.00
704582,92783,1017,1,16.00,0.00
704583,92784,1012,1,14.00,0.00
704584,92785,1013,1,8.00,0.00
704585,92786,1002,1,72.00,0.00
704586,92787,1013,1,7.60,0.40
704587,92787,1006,1,27.00,3.00
704588,92788,1012,2,14.00,0.00
704589,92788,1013,2,7.60,0.80
704590,92788,1008,1,45.00,0.00
704591,92788,1010,2,22.80,2.40
704592,92789,1002,1,72.00,0.00
704593,92789,1007,3,38.00,0.00
704594,92789,1011,1,28.50,1.50
704595,92790,1010,1,24.00,0.00
704596,92791,1013,1,8.00,0.00
704597,92792,1013,1,7.60,0.40
704598,92793,1009,1,26.00,0.00
704599,92793,1006,1,30.00,0.00
704600,92794,1008,1,42.75,2.25
704601,92794,1003,2,90.25,9.50
704602,92795,1012,1,12.60,1.40
704603,92796,1005,2,28.00,0.00
704604,92796,1009,1,24.70,1.30
704605,92796,1002,1,72.00,0.00
704606,92797,1016,1,26.60,1.40
704607,92797,1015,1,32.00,0.00
704608,92798,1016,2,28.00,0.00
704609,92799,1015,1,32.00,0.00
704610,92799,1003,1,95.00,0.00
704611,92800,1002,1,72.00,0.00
704612,92801,1007,1,34.20,3.80
704613,92802,1001,2,65.00,0.00
704614,92802,1007,1,38.00,0.00
704615,92802,1013,1,8.00,0.00
704616,92803,1015,1,30.40,1.60
704617,92803,1010,1,24.00,0.00
704618,92804,1014,1,18.00,0.00
704619,92805,1015,1,32.00,0.00
704620,92806,1008,1,45.00,0.00
704621,92806,1002,2,72.00,0.00
704622,92806,1014,2,18.00,0.00
704623,92807,1010,1,22.80,1.20
704624,92808,1018,1,34.00,0.00
704625,92808,1008,1,45.00,0.00
704626,92808,1006,1,28.50,1.50
704627,92809,1010,1,24.00,0.00
704628,92809,1013,1,8.00,0.00
704629,92810,1013,1,7.20,0.80
704630,92810,1008,1,45.00,0.00
704631,92810,1002,1,72.00,0.00
704632,92810,1017,1,14.40,1.60
704633,92811,1013,1,8.00,0.00
704634,92811,1002,1,68.40,3.60
704635,92812,1007,1,36.10,1.90
704636,92812,1005,1,28.00,0.00
704637,92812,1009,1,26.00,0.00
704638,92813,1012,1,14.00,0.00
704639,92814,1012,2,12.60,2.80
704640,92815,1008,1,45.00,0.00
704641,92815,1013,1,7.60,0.40
704642,92816,1005,1,28.00,0.00
704643,92817,1013,1,8.00,0.00
704644,92817,1018,1,34.00,0.00
704645,92818,1002,1,72.00,0.00
704646,92818,1012,1,12.60,1.40
704647,92819,1003,1,90.25,4.75
704648,92819,1013,2,8.00,0.00
704649,92819,1015,2,30.40,3.20
704650,92820,1003,1,95.00,0.00
704651,92821,1008,1,45.00,0.00
704652,92822,1009,1,26.00,0.00
704653,92823,1008,3,42.75,6.75
704654,92824,1003,1,90.25,4.75
704655,92825,1010,1,24.00,0.00
704656,92825,1006,1,30.00,0.00
704657,92825,1007,1,36.10,1.90
704658,92826,1008,1,40.50,4.50
704659,92827,1012,1,14.00,0.00
704660,92828,1018,1,34.00,0.00
704661,92829,1006,1,30.00,0.00
704662,92830,1008,1,45.00,0.00
704663,92831,1006,2,30.00,0.00
704664,92832,1006,2,28.50,3.00
704665,92832,1008,1,45.00,0.00
704666,92832,1013,1,8.00,0.00
704667,92833,1015,1,32.00,0.00
704668,92833,1002,1,72.00,0.00
704669,92834,1018,2,34.00,0.00
704670,92835,1018,1,34.00,0.00
704671,92836,1017,1,15.20,0.80
704672,92837,1008,2,45.00,0.00
704673,92838,1004,1,104.50,5.50
704674,92838,1005,1,28.00,0.00
704675,92839,1017,1,15.20,0.80
704676,92840,1001,1,65.00,0.00
704677,92840,1010,1,24.00,0.00
704678,92841,1012,1,12.60,1.40
704679,92842,1009,1,23.40,2.60
704680,92843,1010,1,24.00,0.00
704681,92844,1007,1,36.10,1.90
704682,92844,1003,1,85.50,9.50
704683,92845,1009,2,26.00,0.00
704684,92846,1009,1,26.00,0.00
704685,92847,1009,1,26.00,0.00
704686,92848,1016,1,25.20,2.80
704687,92849,1005,2,28.00,0.00
704688,92850,1006,1,27.00,3.00
704689,92850,1008,1,45.00,0.00
704690,92851,1012,1,14.00,0.00
704691,92852,1011,1,28.50,1.50
704692,92852,1017,1,16.00,0.00
704693,92853,1011,1,30.00,0.00
704694,92854,1010,1,22.80,1.20
704695,92855,1008,1,45.00,0.00
704696,92856,1018,2,32.30,3.40
704697,92856,1016,1,26.60,1.40
704698,92857,1012,1,14.00,0.00
704699,92857,1010,2,24.00,0.00
704700,92857,1003,1,90.25,4.75
704701,92857,1002,2,72.00,0.00
704702,92858,1008,1,45.00,0.00
704703,92858,1009,1,24.70,1.30
704704,92859,1006,1,30.00,0.00
704705,92860,1014,1,17.10,0.90
704706,92860,1006,1,28.50,1.50
704707,92861,1015,2,32.00,0.00
704708,92861,1017,1,16.00,0.00
704709,92862,1013,1,8.00,0.00
704710,92863,1016,1,26.60,1.40
704711,92863,1008,1,45.00,0.00
704712,92863,1012,1,14.00,0.00
704713,92864,1010,1,22.80,1.20
704714,92864,1011,2,28.50,3.00
704715,92865,1003,1,85.50,9.50
704716,92866,1012,1,14.00,0.00
704717,92867,1003,1,95.00,0.00
704718,92868,1013,2,8.00,0.00
704719,92869,1013,1,8.00,0.00
704720,92869,1005,1,28.00,0.00
704721,92870,1016,1,28.00,0.00
704722,92871,1014,1,18.00,0.00
704723,92871,1013,1,8.00,0.00
704724,92872,1003,1,95.00,0.00
704725,92872,1017,1,16.00,0.00
704726,92873,1013,1,7.20,0.80
704727,92874,1014,1,18.00,0.00
704728,92874,1003,1,95.00,0.00
704729,92875,1003,1,95.00,0.00
704730,92876,1006,1,28.50,1.50
704731,92877,1013,1,8.00,0.00
704732,92878,1002,1,72.00,0.00
704733,92879,1012,1,14.00,0.00
704734,92879,1010,2,24.00,0.00
704735,92880,1009,1,23.40,2.60
704736,92880,1007,3,34.20,11.40
704737,92880,1013,1,8.00,0.00
704738,92881,1007,1,36.10,1.90
704739,92882,1012,1,14.00,0.00
704740,92883,1007,1,38.00,0.00
704741,92884,1018,2,30.60,6.80
704742,92885,1003,1,95.00,0.00
704743,92886,1001,1,65.00,0.00
704744,92887,1010,1,24.00,0.00
704745,92888,1008,2,45.00,0.00
704746,92889,1002,1,68.40,3.60
704747,92889,1012,1,12.60,1.40
704748,92890,1013,2,8.00,0.00
704749,92891,1016,2,26.60,2.80
704750,92892,1001,1,65.00,0.00
704751,92893,1002,3,72.00,0.00
704752,92894,1012,2,14.00,0.00
704753,92895,1004,2,104.50,11.00
704754,92896,1015,3,32.00,0.00
704755,92896,1012,1,14.00,0.00
704756,92896,1016,2,28.00,0.00
704757,92897,1003,2,85.50,19.00
704758,92897,1007,2,36.10,3.80
704759,92897,1013,1,8.00,0.00
704760,92898,1002,2,72.00,0.00
704761,92898,1006,1,30.00,0.00
704762,92898,1003,1,95.00,0.00
704763,92899,1012,1,14.00,0.00
704764,92900,1008,1,45.00,0.00
704765,92900,1007,1,34.20,3.80
704766,92901,1018,1,34.00,0.00
704767,92902,1007,1,34.20,3.80
704768,92903,1014,2,17.10,1.80
704769,92904,1008,1,45.00,0.00
704770,92905,1003,1,95.00,0.00
704771,92906,1011,1,30.00,0.00
704772,92906,1010,2,24.00,0.00
704773,92907,1011,1,30.00,0.00
704774,92907,1013,1,7.60,0.40
704775,92908,1007,1,38.00,0.00
704776,92909,1006,1,28.50,1.50
704777,92910,1012,1,13.30,0.70
704778,92910,1009,1,26.00,0.00
704779,92910,1010,2,21.60,4.80
704780,92911,1012,2,14.00,0.00
704781,92912,1014,1,18.00,0.00
704782,92912,1001,1,58.50,6.50
704783,92912,1011,1,30.00,0.00
704784,92913,1013,1,8.00,0.00
704785,92913,1001,1,65.00,0.00
704786,92913,1006,1,27.00,3.00
704787,92914,1003,1,90.25,4.75
704788,92915,1009,1,24.70,1.30
704789,92915,1012,2,14.00,0.00
704790,92915,1002,1,72.00,0.00
704791,92916,1015,1,32.00,0.00
704792,92917,1007,1,38.00,0.00
704793,92918,1013,2,7.60,0.80
704794,92919,1012,1,14.00,0.00
704795,92919,1013,1,7.60,0.40
704796,92920,1013,1,7.60,0.40
704797,92920,1006,1,30.00,0.00
704798,92921,1013,1,7.60,0.40
704799,92922,1012,2,14.00,0.00
704800,92923,1008,1,45.00,0.00
704801,92924,1002,1,72.00,0.00
704802,92924,1004,1,99.00,11.00
704803,92925,1008,3,40.50,13.50
704804,92926,1011,2,27.00,6.00
704805,92926,1004,1,110.00,0.00
704806,92926,1012,2,14.00,0.00
704807,92927,1014,2,18.00,0.00
704808,92927,1002,1,72.00,0.00
704809,92927,1003,1,85.50,9.50
704810,92927,1013,1,8.00,0.00
704811,92928,1011,1,30.00,0.00
704812,92928,1005,1,28.00,0.00
704813,92928,1012,3,13.30,2.10
704814,92929,1007,1,38.00,0.00
704815,92929,1016,1,28.00,0.00
704816,92930,1009,1,26.00,0.00
704817,92930,1005,1,28.00,0.00
704818,92931,1007,1,38.00,0.00
704819,92931,1012,1,13.30,0.70
704820,92931,1011,1,30.00,0.00
704821,92932,1007,1,36.10,1.90
704822,92932,1008,1,42.75,2.25
704823,92932,1014,1,17.10,0.90
704824,92933,1015,2,32.00,0.00
704825,92933,1010,1,22.80,1.20
704826,92934,1017,1,16.00,0.00
704827,92935,1007,1,34.20,3.80
704828,92936,1007,1,38.00,0.00
704829,92937,1006,1,30.00,0.00
704830,92938,1014,1,18.00,0.00
704831,92939,1008,1,45.00,0.00
704832,92940,1003,2,85.50,19.00
704833,92940,1006,1,30.00,0.00
704834,92941,1006,1,28.50,1.50
704835,92941,1008,1,42.75,2.25
704836,92941,1016,1,28.00,0.00
704837,92942,1009,1,26.00,0.00
704838,92942,1015,1,32.00,0.00
704839,92943,1010,1,24.00,0.00
704840,92943,1003,1,95.00,0.00
704841,92943,1006,2,30.00,0.00
704842,92944,1018,1,34.00,0.00
704843,92945,1013,1,7.60,0.40
704844,92946,1013,1,8.00,0.00
704845,92947,1008,1,45.00,0.00
704846,92947,1017,1,16.00,0.00
704847,92948,1009,2,26.00,0.00
704848,92949,1016,1,28.00,0.00
704849,92949,1004,2,110.00,0.00
704850,92950,1010,1,22.80,1.20
704851,92950,1003,1,95.00,0.00
704852,92950,1008,1,45.00,0.00
704853,92951,1006,3,30.00,0.00
704854,92951,1001,1,65.00,0.00
704855,92952,1005,2,28.00,0.00
704856,92953,1014,1,17.10,0.90
704857,92953,1006,1,28.50,1.50
704858,92954,1010,1,24.00,0.00
704859,92954,1005,2,28.00,0.00
704860,92954,1018,1,34.00,0.00
704861,92955,1014,1,17.10,0.90
704862,92955,1007,1,38.00,0.00
704863,92956,1014,1,18.00,0.00
704864,92956,1006,1,30.00,0.00
704865,92957,1008,2,45.00,0.00
704866,92958,1007,1,38.00,0.00
704867,92959,1006,1,30.00,0.00
704868,92960,1009,1,26.00,0.00
704869,92960,1013,1,8.00,0.00
704870,92961,1017,1,16.00,0.00
704871,92961,1012,1,14.00,0.00
704872,92961,1008,1,45.00,0.00
704873,92962,1009,1,26.00,0.00
704874,92962,1012,1,14.00,0.00
704875,92962,1010,2,21.60,4.80
704876,92962,1015,1,32.00,0.00
704877,92963,1013,1,8.00,0.00
704878,92963,1008,1,45.00,0.00
704879,92964,1007,1,38.00,0.00
704880,92965,1013,1,7.20,0.80
704881,92966,1018,1,34.00,0.00
704882,92966,1006,2,30.00,0.00
704883,92967,1003,2,95.00,0.00
704884,92968,1001,1,61.75,3.25
704885,92969,1018,3,32.30,5.10
704886,92970,1006,1,30.00,0.00
704887,92970,1011,2,30.00,0.00
704888,92970,1013,1,7.20,0.80
704889,92970,1010,1,24.00,0.00
704890,92971,1006,1,30.00,0.00
704891,92972,1015,1,32.00,0.00
704892,92972,1005,1,28.00,0.00
704893,92973,1009,1,26.00,0.00
704894,92974,1007,1,38.00,0.00
704895,92974,1017,1,14.40,1.60
704896,92975,1001,1,65.00,0.00
704897,92975,1008,1,42.75,2.25
704898,92976,1010,3,24.00,0.00
704899,92977,1007,1,38.00,0.00
704900,92978,1010,1,24.00,0.00
704901,92978,1013,1,8.00,0.00
704902,92979,1015,1,32.00,0.00
704903,92980,1008,1,45.00,0.00
704904,92981,1016,1,28.00,0.00
704905,92981,1012,1,14.00,0.00
704906,92982,1010,1,21.60,2.40
704907,92983,1005,1,28.00,0.00
704908,92983,1016,1,26.60,1.40
704909,92984,1005,2,28.00,0.00
704910,92985,1002,2,72.00,0.00
704911,92986,1008,1,45.00,0.00
704912,92986,1012,1,12.60,1.40
704913,92986,1015,1,30.40,1.60
704914,92987,1011,1,30.00,0.00
704915,92987,1006,1,30.00,0.00
704916,92988,1014,2,18.00,0.00
704917,92989,1014,2,16.20,3.60
704918,92990,1007,1,36.10,1.90
704919,92991,1007,1,38.00,0.00
704920,92992,1007,2,34.20,7.60
704921,92993,1010,1,24.00,0.00
704922,92994,1004,1,110.00,0.00
704923,92994,1018,2,30.60,6.80
704924,92995,1009,1,26.00,0.00
704925,92996,1013,2,8.00,0.00
704926,92997,1007,2,36.10,3.80
704927,92997,1012,1,14.00,0.00
704928,92998,1001,1,65.00,0.00
704929,92999,1003,2,90.25,9.50
704930,93000,1004,1,110.00,0.00
704931,93000,1015,2,32.00,0.00
704932,93001,1007,1,38.00,0.00
704933,93002,1008,1,45.00,0.00
704934,93003,1010,1,24.00,0.00
704935,93003,1006,1,30.00,0.00
704936,93004,1005,2,26.60,2.80
704937,93005,1016,1,28.00,0.00
704938,93006,1009,1,23.40,2.60
704939,93007,1013,1,8.00,0.00
704940,93007,1014,1,17.10,0.90
704941,93007,1012,1,14.00,0.00
704942,93008,1008,2,42.75,4.50
704943,93008,1007,1,38.00,0.00
704944,93009,1001,1,61.75,3.25
704945,93009,1012,3,13.30,2.10
704946,93010,1005,1,28.00,0.00
704947,93011,1010,1,22.80,1.20
704948,93011,1012,1,14.00,0.00
704949,93011,1017,1,14.40,1.60
704950,93012,1012,1,14.00,0.00
704951,93012,1016,1,26.60,1.40
704952,93012,1014,1,17.10,0.90
704953,93013,1003,1,90.25,4.75
704954,93013,1006,1,30.00,0.00
704955,93014,1009,2,26.00,0.00
704956,93014,1006,1,30.00,0.00
704957,93015,1015,1,32.00,0.00
704958,93016,1008,1,45.00,0.00
704959,93017,1012,2,14.00,0.00
704960,93018,1012,1,14.00,0.00
704961,93019,1006,1,28.50,1.50
704962,93020,1014,1,18.00,0.00
704963,93021,1008,1,45.00,0.00
704964,93022,1012,2,13.30,1.40
704965,93022,1008,1,40.50,4.50
704966,93023,1006,1,30.00,0.00
704967,93024,1016,1,28.00,0.00
704968,93025,1002,2,72.00,0.00
704969,93025,1013,1,8.00,0.00
704970,93026,1012,1,14.00,0.00
704971,93026,1004,1,110.00,0.00
704972,93027,1005,1,28.00,0.00
704973,93027,1013,1,8.00,0.00
704974,93027,1001,1,61.75,3.25
704975,93028,1001,1,65.00,0.00
704976,93029,1014,1,18.00,0.00
704977,93030,1015,1,32.00,0.00
704978,93031,1003,1,90.25,4.75
704979,93032,1002,1,72.00,0.00
704980,93033,1005,1,28.00,0.00
704981,93033,1009,1,26.00,0.00
704982,93034,1003,1,95.00,0.00
704983,93035,1005,1,25.20,2.80
704984,93035,1014,1,18.00,0.00
704985,93036,1010,1,22.80,1.20
704986,93037,1014,1,18.00,0.00
704987,93037,1017,1,16.00,0.00
704988,93038,1015,1,32.00,0.00
704989,93039,1015,2,32.00,0.00
704990,93039,1016,1,26.60,1.40
704991,93040,1005,1,28.00,0.00
704992,93041,1010,2,24.00,0.00
704993,93042,1016,2,25.20,5.60
704994,93042,1005,1,28.00,0.00
704995,93043,1002,3,72.00,0.00
704996,93043,1013,1,8.00,0.00
704997,93044,1005,1,25.20,2.80
704998,93044,1009,1,26.00,0.00
704999,93044,1010,1,21.60,2.40
705000,93044,1006,2,30.00,0.00
705001,93045,1011,1,30.00,0.00
705002,93045,1008,1,42.75,2.25
705003,93046,1017,1,16.00,0.00
705004,93047,1009,3,23.40,7.80
705005,93047,1018,1,34.00,0.00
705006,93048,1006,1,30.00,0.00
705007,93049,1013,1,7.20,0.80
705008,93049,1010,1,24.00,0.00
705009,93050,1014,3,17.10,2.70
705010,93051,1013,2,7.60,0.80
705011,93052,1009,1,24.70,1.30
705012,93052,1008,2,45.00,0.00
705013,93052,1006,1,28.50,1.50
705014,93053,1016,1,25.20,2.80
705015,93053,1009,2,26.00,0.00
705016,93054,1011,1,30.00,0.00
705017,93055,1013,1,8.00,0.00
705018,93055,1009,1,26.00,0.00
705019,93055,1012,1,14.00,0.00
705020,93056,1012,1,13.30,0.70
705021,93057,1008,1,45.00,0.00
705022,93058,1004,1,110.00,0.00
705023,93058,1013,1,8.00,0.00
705024,93059,1006,3,30.00,0.00
705025,93060,1018,1,34.00,0.00
705026,93061,1007,2,38.00,0.00
705027,93062,1016,1,28.00,0.00
705028,93063,1014,1,18.00,0.00
705029,93064,1008,1,42.75,2.25
705030,93064,1013,2,7.60,0.80
705031,93064,1007,1,38.00,0.00
705032,93065,1008,2,45.00,0.00
705033,93066,1006,1,28.50,1.50
705034,93067,1014,1,18.00,0.00
705035,93067,1010,1,21.60,2.40
705036,93068,1007,1,38.00,0.00
705037,93069,1005,1,28.00,0.00
705038,93069,1006,1,27.00,3.00
705039,93070,1002,1,68.40,3.60
705040,93071,1008,1,45.00,0.00
705041,93071,1013,1,8.00,0.00
705042,93072,1006,2,30.00,0.00
705043,93073,1012,1,14.00,0.00
705044,93074,1017,2,16.00,0.00
705045,93075,1001,1,65.00,0.00
705046,93075,1018,1,34.00,0.00
705047,93075,1007,1,36.10,1.90
705048,93075,1013,2,7.60,0.80
705049,93076,1006,1,30.00,0.00
705050,93077,1013,1,8.00,0.00
705051,93078,1012,1,14.00,0.00
705052,93079,1006,2,30.00,0.00
705053,93079,1005,1,25.20,2.80
705054,93080,1018,1,32.30,1.70
705055,93081,1016,1,28.00,0.00
705056,93081,1006,1,30.00,0.00
705057,93082,1007,1,38.00,0.00
705058,93083,1002,1,68.40,3.60
705059,93084,1004,1,110.00,0.00
705060,93084,1015,1,32.00,0.00
705061,93084,1006,1,27.00,3.00
705062,93085,1009,3,24.70,3.90
705063,93085,1005,1,28.00,0.00
705064,93086,1014,1,18.00,0.00
705065,93087,1010,2,24.00,0.00
705066,93088,1018,2,34.00,0.00
705067,93089,1007,1,38.00,0.00
705068,93089,1008,1,45.00,0.00
705069,93090,1010,1,24.00,0.00
705070,93091,1007,1,38.00,0.00
705071,93092,1013,2,8.00,0.00
705072,93092,1016,1,28.00,0.00
705073,93093,1018,1,34.00,0.00
705074,93094,1013,1,8.00,0.00
705075,93095,1016,1,28.00,0.00
705076,93096,1008,2,40.50,9.00
705077,93096,1006,3,28.50,4.50
705078,93096,1017,2,16.00,0.00
705079,93096,1007,3,38.00,0.00
705080,93097,1012,1,13.30,0.70
705081,93097,1016,1,28.00,0.00
705082,93098,1007,1,36.10,1.90
705083,93098,1001,2,65.00,0.00
705084,93099,1011,1,30.00,0.00
705085,93100,1005,1,26.60,1.40
705086,93100,1012,1,14.00,0.00
705087,93101,1016,1,28.00,0.00
705088,93101,1012,1,13.30,0.70
705089,93102,1015,2,32.00,0.00
705090,93102,1013,1,8.00,0.00
705091,93103,1004,1,110.00,0.00
705092,93103,1007,1,38.00,0.00
705093,93104,1013,1,8.00,0.00
705094,93104,1005,1,26.60,1.40
705095,93105,1018,3,34.00,0.00
705096,93106,1016,1,28.00,0.00
705097,93107,1017,1,15.20,0.80
705098,93108,1005,1,28.00,0.00
705099,93109,1010,1,24.00,0.00
705100,93109,1003,1,85.50,9.50
705101,93110,1006,1,30.00,0.00
705102,93110,1017,1,15.20,0.80
705103,93110,1007,1,38.00,0.00
705104,93111,1009,1,24.70,1.30
705105,93112,1010,2,24.00,0.00
705106,93113,1008,1,45.00,0.00
705107,93113,1015,2,32.00,0.00
705108,93113,1007,3,36.10,5.70
705109,93114,1015,1,30.40,1.60
705110,93114,1017,1,16.00,0.00
705111,93115,1007,1,38.00,0.00
705112,93115,1015,2,32.00,0.00
705113,93116,1005,1,28.00,0.00
705114,93117,1014,1,18.00,0.00
705115,93118,1012,3,14.00,0.00
705116,93118,1005,3,28.00,0.00
705117,93119,1007,1,36.10,1.90
705118,93119,1016,1,28.00,0.00
705119,93120,1006,1,30.00,0.00
705120,93120,1011,1,30.00,0.00
705121,93121,1001,1,65.00,0.00
705122,93121,1014,1,17.10,0.90
705123,93121,1004,1,110.00,0.00
705124,93122,1006,2,30.00,0.00
705125,93123,1013,1,8.00,0.00
705126,93123,1002,2,72.00,0.00
705127,93123,1014,1,18.00,0.00
705128,93124,1002,1,72.00,0.00
705129,93125,1006,1,30.00,0.00
705130,93126,1013,1,8.00,0.00
705131,93127,1008,1,45.00,0.00
705132,93128,1006,1,28.50,1.50
705133,93129,1005,2,28.00,0.00
705134,93130,1017,2,16.00,0.00
705135,93131,1013,1,8.00,0.00
705136,93132,1016,1,25.20,2.80
705137,93133,1015,1,32.00,0.00
705138,93134,1007,1,38.00,0.00
705139,93135,1001,2,65.00,0.00
705140,93135,1013,1,8.00,0.00
705141,93136,1011,1,30.00,0.00
705142,93137,1005,1,28.00,0.00
705143,93138,1008,1,45.00,0.00
705144,93139,1007,1,36.10,1.90
705145,93139,1018,1,34.00,0.00
705146,93139,1010,2,24.00,0.00
705147,93140,1013,2,8.00,0.00
705148,93141,1005,1,28.00,0.00
705149,93141,1006,1,30.00,0.00
705150,93142,1016,1,28.00,0.00
705151,93143,1007,1,38.00,0.00
705152,93143,1016,1,26.60,1.40
705153,93143,1005,2,25.20,5.60
705154,93143,1006,2,28.50,3.00
705155,93144,1001,1,65.00,0.00
705156,93144,1013,1,8.00,0.00
705157,93145,1009,1,23.40,2.60
705158,93145,1005,1,28.00,0.00
705159,93145,1014,1,17.10,0.90
705160,93146,1013,1,8.00,0.00
705161,93147,1004,2,110.00,0.00
705162,93147,1009,1,24.70,1.30
705163,93148,1007,1,38.00,0.00
705164,93149,1003,1,95.00,0.00
