order_id,customer_id,order_date,order_ts,channel,order_status,shipping_cost
92272,5029,2024-04-05,2024-04-05 11:37:23,Marketplace,COMPLETED,8.99
92273,5348,2024-04-05,2024-04-05 22:48:38,Mobile App,COMPLETED,6.99
92274,6032,2024-04-05,2024-04-05 00:30:19,Web,COMPLETED,0.00
92275,5205,2024-04-06,2024-04-06 07:36:03,Web,COMPLETED,6.99
92276,5485,2024-04-06,2024-04-06 15:20:54,Web,COMPLETED,0.00
92277,5168,2024-04-06,2024-04-06 09:58:06,Web,COMPLETED,8.99
92278,6079,2024-04-06,2024-04-06 14:48:46,Web,COMPLETED,0.00
92279,6210,2024-04-06,2024-04-06 10:29:57,Web,COMPLETED,0.00
92280,5458,2024-04-06,2024-04-06 09:26:29,Mobile App,COMPLETED,0.00
92281,6625,2024-04-06,2024-04-06 05:13:50,Mobile App,COMPLETED,0.00
92282,6279,2024-04-06,2024-04-06 21:33:21,Mobile App,COMPLETED,4.99
92283,5552,2024-04-06,2024-04-06 09:09:26,Web,COMPLETED,4.99
92284,6156,2024-04-06,2024-04-06 21:38:55,Marketplace,COMPLETED,4.99
92285,5988,2024-04-06,2024-04-06 12:50:15,Mobile App,COMPLETED,4.99
92286,5419,2024-04-06,2024-04-06 09:06:45,Web,COMPLETED,0.00
92287,6256,2024-04-06,2024-04-06 21:14:03,Web,CANCELLED,8.99
92288,6034,2024-04-06,2024-04-06 01:42:11,Web,COMPLETED,0.00
92289,6387,2024-04-06,2024-04-06 13:31:46,Web,COMPLETED,0.00
92290,6482,2024-04-06,2024-04-06 12:19:22,Mobile App,COMPLETED,6.99
92291,5714,2024-04-06,2024-04-06 08:12:22,Web,COMPLETED,8.99
92292,6581,2024-04-06,2024-04-06 04:12:44,Marketplace,COMPLETED,0.00
92293,5511,2024-04-06,2024-04-06 04:24:16,Web,COMPLETED,4.99
92294,5036,2024-04-06,2024-04-06 23:52:19,Mobile App,COMPLETED,4.99
92295,5627,2024-04-06,2024-04-06 07:47:16,Mobile App,COMPLETED,0.00
92296,6354,2024-04-06,2024-04-06 13:36:20,Web,COMPLETED,4.99
92297,6690,2024-04-06,2024-04-06 19:57:05,Mobile App,COMPLETED,8.99
92298,6212,2024-04-06,2024-04-06 21:18:19,Marketplace,COMPLETED,0.00
92299,6572,2024-04-07,2024-04-07 23:33:24,Web,COMPLETED,4.99
92300,6015,2024-04-07,2024-04-07 15:38:43,Mobile App,COMPLETED,0.00
92301,5710,2024-04-07,2024-04-07 13:31:09,Web,COMPLETED,4.99
92302,6554,2024-04-07,2024-04-07 21:19:00,Marketplace,COMPLETED,0.00
92303,6529,2024-04-07,2024-04-07 22:32:45,Mobile App,COMPLETED,0.00
92304,6366,2024-04-07,2024-04-07 14:07:44,Web,COMPLETED,0.00
92305,5666,2024-04-07,2024-04-07 10:07:44,Web,COMPLETED,6.99
92306,5847,2024-04-07,2024-04-07 04:41:45,Web,COMPLETED,0.00
92307,5880,2024-04-07,2024-04-07 17:19:33,Mobile App,COMPLETED,6.99
92308,5987,2024-04-07,2024-04-07 22:13:24,Mobile App,COMPLETED,6.99
92309,6169,2024-04-07,2024-04-07 04:30:18,Web,COMPLETED,4.99
92310,5831,2024-04-07,2024-04-07 11:42:22,Mobile App,COMPLETED,8.99
92311,5464,2024-04-07,2024-04-07 20:47:22,Mobile App,COMPLETED,4.99
92312,6005,2024-04-07,2024-04-07 09:56:00,Mobile App,COMPLETED,4.99
92313,6717,2024-04-07,2024-04-07 05:45:28,Marketplace,COMPLETED,8.99
92314,5624,2024-04-07,2024-04-07 18:21:32,Marketplace,COMPLETED,0.00
92315,6365,2024-04-07,2024-04-07 12:41:46,Mobile App,COMPLETED,0.00
92316,6263,2024-04-07,2024-04-07 08:21:00,Web,COMPLETED,8.99
92317,5395,2024-04-07,2024-04-07 14:44:21,Web,COMPLETED,0.00
92318,5850,2024-04-07,2024-04-07 04:18:54,Mobile App,COMPLETED,0.00
92319,5599,2024-04-08,2024-04-08 03:17:37,Mobile App,COMPLETED,6.99
92320,5957,2024-04-08,2024-04-08 13:53:22,Mobile App,COMPLETED,6.99
92321,5282,2024-04-08,2024-04-08 09:35:54,Mobile App,COMPLETED,0.00
92322,5540,2024-04-08,2024-04-08 23:56:15,Mobile App,COMPLETED,0.00
92323,6111,2024-04-08,2024-04-08 16:12:09,Mobile App,COMPLETED,6.99
92324,5427,2024-04-08,2024-04-08 09:05:09,Mobile App,COMPLETED,0.00
92325,6305,2024-04-08,2024-04-08 15:34:02,Mobile App,COMPLETED,8.99
92326,5898,2024-04-08,2024-04-08 17:35:06,Web,COMPLETED,0.00
92327,5137,2024-04-08,2024-04-08 05:01:12,Web,RETURNED,6.99
92328,6325,2024-04-08,2024-04-08 14:40:06,Mobile App,COMPLETED,4.99
92329,6187,2024-04-08,2024-04-08 12:52:28,Marketplace,COMPLETED,6.99
92330,5413,2024-04-08,2024-04-08 13:57:35,Mobile App,CANCELLED,6.99
92331,6339,2024-04-08,2024-04-08 17:07:03,Mobile App,RETURNED,6.99
92332,6741,2024-04-08,2024-04-08 04:20:17,Web,COMPLETED,6.99
92333,6015,2024-04-08,2024-04-08 21:03:56,Mobile App,COMPLETED,8.99
92334,5072,2024-04-08,2024-04-08 09:46:31,Mobile App,COMPLETED,8.99
92335,5580,2024-04-08,2024-04-08 06:00:22,Web,COMPLETED,0.00
92336,5602,2024-04-08,2024-04-08 09:10:42,Web,COMPLETED,0.00
92337,6183,2024-04-08,2024-04-08 21:14:48,Web,COMPLETED,8.99
92338,6581,2024-04-08,2024-04-08 20:24:53,Web,COMPLETED,4.99
92339,5339,2024-04-08,2024-04-08 15:35:13,Marketplace,COMPLETED,0.00
92340,6094,2024-04-08,2024-04-08 05:44:48,Mobile App,COMPLETED,4.99
92341,6165,2024-04-08,2024-04-08 07:32:10,Marketplace,COMPLETED,6.99
92342,6798,2024-04-08,2024-04-08 02:52:30,Web,COMPLETED,4.99
92343,6044,2024-04-08,2024-04-08 21:35:35,Mobile App,COMPLETED,8.99
92344,6243,2024-04-08,2024-04-08 07:43:53,Web,COMPLETED,4.99
92345,5027,2024-04-08,2024-04-08 19:30:42,Web,COMPLETED,6.99
92346,5359,2024-04-08,2024-04-08 15:16:44,Mobile App,COMPLETED,6.99
92347,5745,2024-04-08,2024-04-08 16:34:09,Web,COMPLETED,8.99
92348,6754,2024-04-08,2024-04-08 11:06:48,Web,COMPLETED,8.99
92349,5211,2024-04-08,2024-04-08 10:29:27,Web,COMPLETED,0.00
92350,5862,2024-04-09,2024-04-09 13:03:15,Mobile App,COMPLETED,0.00
92351,6282,2024-04-09,2024-04-09 08:49:20,Web,COMPLETED,4.99
92352,5926,2024-04-09,2024-04-09 04:25:12,Web,COMPLETED,8.99
92353,6097,2024-04-09,2024-04-09 14:05:24,Mobile App,COMPLETED,4.99
92354,5226,2024-04-09,2024-04-09 23:51:11,Marketplace,COMPLETED,6.99
92355,5442,2024-04-09,2024-04-09 22:11:26,Marketplace,COMPLETED,6.99
92356,6079,2024-04-09,2024-04-09 05:59:44,Web,COMPLETED,8.99
92357,5457,2024-04-09,2024-04-09 21:37:16,Web,COMPLETED,4.99
92358,6777,2024-04-09,2024-04-09 10:34:57,Marketplace,COMPLETED,4.99
92359,6086,2024-04-09,2024-04-09 16:09:27,Web,COMPLETED,4.99
92360,5973,2024-04-09,2024-04-09 12:23:28,Web,COMPLETED,8.99
92361,5206,2024-04-09,2024-04-09 20:13:19,Mobile App,COMPLETED,0.00
92362,5898,2024-04-09,2024-04-09 11:34:28,Mobile App,COMPLETED,4.99
92363,5363,2024-04-09,2024-04-09 12:02:06,Mobile App,COMPLETED,6.99
92364,5961,2024-04-09,2024-04-09 09:50:56,Web,COMPLETED,0.00
92365,6368,2024-04-09,2024-04-09 22:14:54,Mobile App,COMPLETED,0.00
92366,6393,2024-04-09,2024-04-09 12:27:11,Web,COMPLETED,0.00
92367,6540,2024-04-09,2024-04-09 05:57:36,Web,RETURNED,4.99
92368,5721,2024-04-09,2024-04-09 01:11:55,Web,COMPLETED,0.00
92369,5798,2024-04-09,2024-04-09 20:39:06,Web,COMPLETED,8.99
92370,6686,2024-04-09,2024-04-09 15:34:34,Marketplace,COMPLETED,8.99
92371,5590,2024-04-09,2024-04-09 14:04:51,Web,COMPLETED,0.00
92372,5139,2024-04-09,2024-04-09 10:14:59,Marketplace,COMPLETED,0.00
92373,5456,2024-04-09,2024-04-09 08:47:51,Marketplace,COMPLETED,0.00
92374,5136,2024-04-09,2024-04-09 02:22:50,Web,RETURNED,8.99
92375,5098,2024-04-10,2024-04-10 05:21:02,Mobile App,COMPLETED,0.00
92376,6743,2024-04-10,2024-04-10 22:48:10,Web,COMPLETED,0.00
92377,5749,2024-04-10,2024-04-10 07:30:41,Web,COMPLETED,8.99
92378,5805,2024-04-10,2024-04-10 16:01:12,Web,COMPLETED,8.99
92379,5461,2024-04-10,2024-04-10 01:48:53,Web,COMPLETED,6.99
92380,5558,2024-04-10,2024-04-10 06:29:31,Marketplace,COMPLETED,4.99
92381,5349,2024-04-10,2024-04-10 22:04:30,Web,COMPLETED,4.99
92382,5256,2024-04-10,2024-04-10 09:49:17,Mobile App,COMPLETED,0.00
92383,6227,2024-04-10,2024-04-10 15:16:06,Mobile App,COMPLETED,6.99
92384,5304,2024-04-10,2024-04-10 20:18:00,Web,COMPLETED,8.99
92385,5627,2024-04-10,2024-04-10 13:35:18,Web,COMPLETED,6.99
92386,6145,2024-04-10,2024-04-10 08:53:41,Web,COMPLETED,4.99
92387,6134,2024-04-10,2024-04-10 07:48:39,Web,COMPLETED,8.99
92388,5451,2024-04-10,2024-04-10 01:33:41,Web,COMPLETED,6.99
92389,6101,2024-04-10,2024-04-10 02:05:16,Web,COMPLETED,4.99
92390,6269,2024-04-10,2024-04-10 14:54:29,Mobile App,COMPLETED,8.99
92391,5076,2024-04-10,2024-04-10 18:30:28,Web,COMPLETED,0.00
92392,5478,2024-04-10,2024-04-10 06:58:57,Mobile App,COMPLETED,6.99
92393,5823,2024-04-10,2024-04-10 22:58:10,Mobile App,COMPLETED,0.00
92394,6649,2024-04-10,2024-04-10 02:07:02,Web,COMPLETED,0.00
92395,5541,2024-04-10,2024-04-10 18:53:07,Mobile App,COMPLETED,0.00
92396,5341,2024-04-10,2024-04-10 20:33:18,Mobile App,COMPLETED,4.99
92397,5205,2024-04-10,2024-04-10 06:07:33,Marketplace,COMPLETED,6.99
92398,5658,2024-04-10,2024-04-10 23:19:00,Web,COMPLETED,0.00
92399,5010,2024-04-10,2024-04-10 13:19:49,Web,COMPLETED,8.99
92400,5083,2024-04-10,2024-04-10 14:59:13,Mobile App,COMPLETED,4.99
92401,6521,2024-04-10,2024-04-10 03:51:54,Web,COMPLETED,6.99
92402,6315,2024-04-10,2024-04-10 23:23:32,Mobile App,CANCELLED,6.99
92403,6712,2024-04-10,2024-04-10 04:22:41,Mobile App,COMPLETED,0.00
92404,6463,2024-04-10,2024-04-10 00:49:40,Mobile App,COMPLETED,6.99
92405,5593,2024-04-11,2024-04-11 15:29:22,Web,COMPLETED,6.99
92406,5303,2024-04-11,2024-04-11 10:00:26,Mobile App,COMPLETED,0.00
92407,6789,2024-04-11,2024-04-11 16:35:40,Web,COMPLETED,4.99
92408,5207,2024-04-11,2024-04-11 07:36:04,Mobile App,CANCELLED,0.00
92409,5653,2024-04-11,2024-04-11 14:57:32,Mobile App,COMPLETED,6.99
92410,5323,2024-04-11,2024-04-11 11:02:42,Marketplace,COMPLETED,8.99
92411,6666,2024-04-11,2024-04-11 04:09:50,Web,COMPLETED,4.99
92412,6579,2024-04-11,2024-04-11 00:20:14,Marketplace,COMPLETED,8.99
92413,6508,2024-04-11,2024-04-11 07:21:14,Marketplace,RETURNED,6.99
92414,6437,2024-04-11,2024-04-11 14:54:35,Web,COMPLETED,0.00
92415,6551,2024-04-11,2024-04-11 00:23:10,Marketplace,COMPLETED,6.99
92416,6276,2024-04-11,2024-04-11 10:59:43,Web,COMPLETED,4.99
92417,6202,2024-04-11,2024-04-11 05:21:42,Mobile App,COMPLETED,8.99
92418,5709,2024-04-11,2024-04-11 02:55:37,Web,COMPLETED,6.99
92419,5412,2024-04-11,2024-04-11 13:44:10,Mobile App,CANCELLED,0.00
92420,5230,2024-04-11,2024-04-11 21:50:16,Web,COMPLETED,0.00
92421,6800,2024-04-11,2024-04-11 05:37:46,Mobile App,COMPLETED,4.99
92422,5907,2024-04-11,2024-04-11 21:48:58,Web,COMPLETED,0.00
92423,6771,2024-04-11,2024-04-11 00:20:32,Marketplace,COMPLETED,0.00
92424,6110,2024-04-11,2024-04-11 10:02:35,Mobile App,COMPLETED,0.00
92425,6718,2024-04-11,2024-04-11 16:46:52,Marketplace,COMPLETED,8.99
92426,6347,2024-04-11,2024-04-11 04:40:04,Mobile App,COMPLETED,4.99
92427,5330,2024-04-11,2024-04-11 08:39:32,Web,COMPLETED,0.00
92428,6605,2024-04-12,2024-04-12 08:47:27,Web,COMPLETED,0.00
92429,5757,2024-04-12,2024-04-12 09:41:06,Mobile App,COMPLETED,0.00
92430,5815,2024-04-12,2024-04-12 04:49:08,Web,COMPLETED,4.99
92431,6735,2024-04-12,2024-04-12 12:16:06,Web,COMPLETED,6.99
92432,5382,2024-04-12,2024-04-12 08:20:34,Mobile App,COMPLETED,6.99
92433,5813,2024-04-12,2024-04-12 16:14:23,Web,COMPLETED,4.99
92434,5556,2024-04-12,2024-04-12 12:23:24,Marketplace,COMPLETED,8.99
92435,6256,2024-04-12,2024-04-12 04:15:26,Web,COMPLETED,4.99
92436,6104,2024-04-12,2024-04-12 19:45:48,Web,COMPLETED,8.99
92437,5706,2024-04-12,2024-04-12 16:01:05,Web,COMPLETED,0.00
92438,6764,2024-04-12,2024-04-12 04:47:24,Mobile App,COMPLETED,4.99
92439,6353,2024-04-12,2024-04-12 09:44:15,Mobile App,CANCELLED,8.99
92440,6273,2024-04-12,2024-04-12 23:27:29,Web,COMPLETED,8.99
92441,6755,2024-04-12,2024-04-12 21:55:03,Mobile App,COMPLETED,4.99
92442,5605,2024-04-12,2024-04-12 11:41:14,Web,COMPLETED,8.99
92443,5386,2024-04-12,2024-04-12 08:23:28,Marketplace,COMPLETED,0.00
92444,6382,2024-04-12,2024-04-12 09:33:19,Web,COMPLETED,4.99
92445,5885,2024-04-12,2024-04-12 17:53:32,Web,COMPLETED,6.99
92446,6789,2024-04-12,2024-04-12 20:44:56,Web,COMPLETED,8.99
92447,6204,2024-04-12,2024-04-12 18:44:46,Mobile App,COMPLETED,6.99
92448,6699,2024-04-12,2024-04-12 22:42:45,Web,COMPLETED,0.00
92449,6322,2024-04-12,2024-04-12 06:45:26,Mobile App,COMPLETED,0.00
92450,6529,2024-04-12,2024-04-12 10:40:03,Web,RETURNED,0.00
92451,5179,2024-04-12,2024-04-12 12:56:53,Mobile App,COMPLETED,8.99
92452,5724,2024-04-12,2024-04-12 04:01:02,Web,COMPLETED,0.00
92453,6127,2024-04-12,2024-04-12 10:31:20,Marketplace,COMPLETED,0.00
92454,6201,2024-04-12,2024-04-12 20:44:50,Web,COMPLETED,4.99
92455,6374,2024-04-12,2024-04-12 21:57:41,Web,COMPLETED,0.00
92456,5601,2024-04-12,2024-04-12 14:07:37,Marketplace,COMPLETED,0.00
92457,6522,2024-04-13,2024-04-13 13:29:23,Web,COMPLETED,4.99
92458,6384,2024-04-13,2024-04-13 01:13:42,Mobile App,COMPLETED,0.00
92459,5143,2024-04-13,2024-04-13 20:57:43,Web,COMPLETED,4.99
92460,6286,2024-04-13,2024-04-13 08:30:09,Web,COMPLETED,0.00
92461,6626,2024-04-13,2024-04-13 16:42:51,Marketplace,COMPLETED,0.00
92462,5502,2024-04-13,2024-04-13 22:09:56,Marketplace,COMPLETED,6.99
92463,5743,2024-04-13,2024-04-13 05:33:44,Web,COMPLETED,0.00
92464,5459,2024-04-13,2024-04-13 12:05:16,Marketplace,COMPLETED,8.99
92465,6249,2024-04-13,2024-04-13 09:16:14,Marketplace,COMPLETED,8.99
92466,6189,2024-04-13,2024-04-13 22:59:07,Web,COMPLETED,0.00
92467,6624,2024-04-13,2024-04-13 20:03:55,Web,COMPLETED,8.99
92468,5616,2024-04-13,2024-04-13 23:30:47,Mobile App,COMPLETED,8.99
92469,6294,2024-04-13,2024-04-13 14:30:44,Marketplace,COMPLETED,6.99
92470,5126,2024-04-13,2024-04-13 18:58:38,Web,CANCELLED,8.99
92471,5787,2024-04-13,2024-04-13 03:13:08,Mobile App,COMPLETED,8.99
92472,5801,2024-04-13,2024-04-13 22:08:47,Mobile App,COMPLETED,4.99
92473,6245,2024-04-13,2024-04-13 10:35:38,Web,CANCELLED,6.99
92474,5321,2024-04-13,2024-04-13 13:12:00,Web,COMPLETED,4.99
92475,6606,2024-04-13,2024-04-13 07:22:09,Marketplace,COMPLETED,0.00
92476,6113,2024-04-13,2024-04-13 09:54:47,Mobile App,COMPLETED,8.99
92477,6022,2024-04-13,2024-04-13 00:59:07,Web,COMPLETED,4.99
92478,5724,2024-04-14,2024-04-14 10:34:07,Marketplace,COMPLETED,0.00
92479,6333,2024-04-14,2024-04-14 13:31:38,Web,COMPLETED,0.00
92480,6008,2024-04-14,2024-04-14 12:12:53,Web,COMPLETED,6.99
92481,5787,2024-04-14,2024-04-14 23:36:26,Marketplace,COMPLETED,6.99
92482,5469,2024-04-14,2024-04-14 10:10:07,Web,COMPLETED,0.00
92483,6230,2024-04-14,2024-04-14 20:36:27,Web,COMPLETED,6.99
92484,5336,2024-04-14,2024-04-14 18:34:48,Mobile App,COMPLETED,4.99
92485,6519,2024-04-14,2024-04-14 11:33:28,Web,COMPLETED,8.99
92486,6652,2024-04-14,2024-04-14 03:51:40,Web,COMPLETED,4.99
92487,6254,2024-04-14,2024-04-14 07:54:36,Mobile App,COMPLETED,6.99
92488,5656,2024-04-14,2024-04-14 07:32:17,Web,COMPLETED,4.99
92489,6056,2024-04-14,2024-04-14 17:48:36,Mobile App,COMPLETED,0.00
92490,6706,2024-04-14,2024-04-14 05:52:38,Mobile App,COMPLETED,8.99
92491,5083,2024-04-14,2024-04-14 23:36:04,Marketplace,COMPLETED,6.99
92492,6171,2024-04-14,2024-04-14 04:12:39,Web,COMPLETED,4.99
92493,5480,2024-04-14,2024-04-14 00:36:25,Web,COMPLETED,0.00
92494,6661,2024-04-14,2024-04-14 20:20:40,Web,COMPLETED,6.99
92495,5964,2024-04-14,2024-04-14 07:37:41,Mobile App,COMPLETED,0.00
92496,6665,2024-04-14,2024-04-14 10:00:50,Mobile App,COMPLETED,6.99
92497,6545,2024-04-14,2024-04-14 23:01:43,Web,COMPLETED,0.00
92498,5168,2024-04-14,2024-04-14 23:22:27,Web,COMPLETED,4.99
92499,6024,2024-04-14,2024-04-14 05:17:51,Web,COMPLETED,6.99
92500,6306,2024-04-14,2024-04-14 10:48:12,Web,COMPLETED,8.99
92501,6415,2024-04-14,2024-04-14 14:47:44,Mobile App,COMPLETED,0.00
92502,5716,2024-04-15,2024-04-15 07:35:28,Web,COMPLETED,8.99
92503,6601,2024-04-15,2024-04-15 02:14:30,Web,COMPLETED,6.99
92504,5212,2024-04-15,2024-04-15 16:13:02,Mobile App,RETURNED,6.99
92505,5836,2024-04-15,2024-04-15 13:28:10,Mobile App,COMPLETED,4.99
92506,5408,2024-04-15,2024-04-15 18:22:28,Mobile App,COMPLETED,6.99
92507,6607,2024-04-15,2024-04-15 11:00:18,Web,COMPLETED,4.99
92508,5081,2024-04-15,2024-04-15 20:34:58,Web,COMPLETED,4.99
92509,5656,2024-04-15,2024-04-15 00:50:18,Web,COMPLETED,4.99
92510,5176,2024-04-15,2024-04-15 12:00:33,Web,COMPLETED,0.00
92511,6375,2024-04-15,2024-04-15 02:14:41,Web,COMPLETED,6.99
92512,5583,2024-04-15,2024-04-15 04:40:30,Web,COMPLETED,4.99
92513,5048,2024-04-15,2024-04-15 21:14:50,Mobile App,RETURNED,0.00
92514,6343,2024-04-15,2024-04-15 23:06:31,Mobile App,COMPLETED,8.99
92515,5079,2024-04-15,2024-04-15 22:26:25,Mobile App,COMPLETED,8.99
92516,6439,2024-04-15,2024-04-15 23:35:55,Web,RETURNED,0.00
92517,6558,2024-04-15,2024-04-15 16:28:13,Mobile App,COMPLETED,0.00
92518,5151,2024-04-15,2024-04-15 05:35:06,Mobile App,COMPLETED,0.00
92519,5748,2024-04-15,2024-04-15 03:09:55,Web,COMPLETED,4.99
92520,5716,2024-04-15,2024-04-15 18:22:59,Web,COMPLETED,4.99
92521,6021,2024-04-15,2024-04-15 20:14:05,Marketplace,COMPLETED,4.99
92522,6554,2024-04-15,2024-04-15 02:57:26,Web,COMPLETED,0.00
92523,5682,2024-04-15,2024-04-15 02:42:43,Web,CANCELLED,6.99
92524,6719,2024-04-15,2024-04-15 06:51:35,Mobile App,COMPLETED,0.00
92525,6655,2024-04-15,2024-04-15 21:26:00,Web,COMPLETED,6.99
92526,6444,2024-04-15,2024-04-15 13:44:07,Mobile App,COMPLETED,4.99
92527,5390,2024-04-15,2024-04-15 23:09:53,Web,COMPLETED,6.99
92528,5181,2024-04-15,2024-04-15 11:49:09,Web,RETURNED,0.00
92529,6775,2024-04-15,2024-04-15 16:59:11,Mobile App,COMPLETED,8.99
92530,6428,2024-04-15,2024-04-15 21:39:13,Web,COMPLETED,4.99
92531,6001,2024-04-15,2024-04-15 16:55:07,Mobile App,COMPLETED,8.99
92532,6190,2024-04-15,2024-04-15 13:31:22,Marketplace,COMPLETED,4.99
92533,6305,2024-04-15,2024-04-15 00:58:43,Mobile App,COMPLETED,8.99
92534,5829,2024-04-16,2024-04-16 22:45:49,Marketplace,COMPLETED,4.99
92535,5423,2024-04-16,2024-04-16 07:12:12,Web,COMPLETED,8.99
92536,5209,2024-04-16,2024-04-16 08:34:52,Marketplace,COMPLETED,6.99
92537,5024,2024-04-16,2024-04-16 23:58:39,Web,COMPLETED,8.99
92538,6320,2024-04-16,2024-04-16 05:15:45,Web,COMPLETED,0.00
92539,5779,2024-04-16,2024-04-16 09:55:31,Web,COMPLETED,4.99
92540,6131,2024-04-16,2024-04-16 03:50:49,Marketplace,RETURNED,0.00
92541,5502,2024-04-16,2024-04-16 19:56:37,Web,COMPLETED,6.99
92542,6017,2024-04-16,2024-04-16 15:41:22,Marketplace,CANCELLED,0.00
92543,5377,2024-04-16,2024-04-16 03:18:02,Mobile App,COMPLETED,0.00
92544,5907,2024-04-16,2024-04-16 06:37:01,Web,COMPLETED,0.00
92545,5400,2024-04-16,2024-04-16 12:11:25,Mobile App,COMPLETED,8.99
92546,6631,2024-04-16,2024-04-16 20:28:39,Web,COMPLETED,6.99
92547,6072,2024-04-16,2024-04-16 06:11:08,Marketplace,COMPLETED,0.00
92548,6178,2024-04-16,2024-04-16 15:49:56,Mobile App,COMPLETED,6.99
92549,5754,2024-04-16,2024-04-16 17:03:03,Web,COMPLETED,0.00
92550,5974,2024-04-16,2024-04-16 10:34:15,Marketplace,COMPLETED,0.00
92551,6106,2024-04-16,2024-04-16 01:46:12,Mobile App,COMPLETED,0.00
92552,5237,2024-04-16,2024-04-16 11:43:26,Mobile App,COMPLETED,0.00
92553,6190,2024-04-16,2024-04-16 06:20:11,Mobile App,COMPLETED,4.99
92554,5015,2024-04-16,2024-04-16 23:17:08,Mobile App,COMPLETED,6.99
92555,6558,2024-04-16,2024-04-16 06:06:00,Mobile App,COMPLETED,4.99
92556,5131,2024-04-16,2024-04-16 01:21:48,Mobile App,COMPLETED,6.99
92557,5226,2024-04-16,2024-04-16 07:40:22,Mobile App,COMPLETED,0.00
92558,5323,2024-04-16,2024-04-16 12:26:20,Mobile App,COMPLETED,0.00
92559,6521,2024-04-16,2024-04-16 02:42:19,Mobile App,COMPLETED,6.99
92560,5753,2024-04-17,2024-04-17 15:44:50,Mobile App,COMPLETED,8.99
92561,6388,2024-04-17,2024-04-17 19:51:45,Web,COMPLETED,8.99
92562,5237,2024-04-17,2024-04-17 09:44:51,Mobile App,COMPLETED,4.99
92563,6026,2024-04-17,2024-04-17 10:19:57,Web,COMPLETED,0.00
92564,5651,2024-04-17,2024-04-17 02:59:31,Marketplace,COMPLETED,8.99
92565,5826,2024-04-17,2024-04-17 06:34:14,Web,COMPLETED,6.99
92566,6756,2024-04-17,2024-04-17 08:00:01,Web,RETURNED,6.99
92567,5131,2024-04-17,2024-04-17 23:03:45,Mobile App,COMPLETED,6.99
92568,6789,2024-04-17,2024-04-17 03:16:56,Mobile App,COMPLETED,4.99
92569,5969,2024-04-17,2024-04-17 13:58:32,Web,COMPLETED,0.00
92570,5536,2024-04-17,2024-04-17 19:09:15,Mobile App,COMPLETED,6.99
92571,5572,2024-04-17,2024-04-17 07:06:27,Marketplace,COMPLETED,4.99
92572,6541,2024-04-17,2024-04-17 20:06:59,Web,CANCELLED,0.00
92573,5459,2024-04-17,2024-04-17 15:34:27,Marketplace,COMPLETED,8.99
92574,6181,2024-04-17,2024-04-17 20:18:31,Marketplace,COMPLETED,6.99
92575,5628,2024-04-17,2024-04-17 15:15:27,Mobile App,COMPLETED,0.00
92576,6555,2024-04-17,2024-04-17 07:04:42,Mobile App,RETURNED,0.00
92577,6657,2024-04-17,2024-04-17 02:58:47,Marketplace,COMPLETED,4.99
92578,5237,2024-04-17,2024-04-17 05:36:01,Mobile App,COMPLETED,6.99
92579,5671,2024-04-17,2024-04-17 01:25:13,Marketplace,COMPLETED,8.99
92580,6518,2024-04-17,2024-04-17 20:53:59,Mobile App,COMPLETED,0.00
92581,6617,2024-04-17,2024-04-17 23:41:03,Mobile App,RETURNED,8.99
92582,5807,2024-04-17,2024-04-17 05:13:15,Mobile App,COMPLETED,0.00
92583,5167,2024-04-17,2024-04-17 11:48:57,Web,COMPLETED,8.99
92584,5879,2024-04-17,2024-04-17 15:41:45,Web,COMPLETED,4.99
92585,6013,2024-04-17,2024-04-17 21:57:19,Web,COMPLETED,4.99
92586,6480,2024-04-17,2024-04-17 20:32:29,Web,COMPLETED,6.99
92587,5135,2024-04-17,2024-04-17 20:51:58,Mobile App,COMPLETED,0.00
92588,5005,2024-04-17,2024-04-17 19:14:25,Mobile App,COMPLETED,8.99
92589,6606,2024-04-18,2024-04-18 21:50:57,Web,COMPLETED,6.99
92590,5147,2024-04-18,2024-04-18 11:48:43,Web,COMPLETED,0.00
92591,5091,2024-04-18,2024-04-18 17:30:50,Web,COMPLETED,0.00
92592,5511,2024-04-18,2024-04-18 15:00:33,Mobile App,COMPLETED,4.99
92593,5724,2024-04-18,2024-04-18 19:51:38,Mobile App,COMPLETED,4.99
92594,5429,2024-04-18,2024-04-18 22:38:34,Mobile App,COMPLETED,0.00
92595,6146,2024-04-18,2024-04-18 01:42:16,Web,COMPLETED,0.00
92596,6178,2024-04-18,2024-04-18 00:20:58,Web,COMPLETED,4.99
92597,5477,2024-04-18,2024-04-18 21:07:49,Web,COMPLETED,4.99
92598,6047,2024-04-18,2024-04-18 18:35:48,Web,COMPLETED,6.99
92599,5340,2024-04-18,2024-04-18 10:56:54,Web,COMPLETED,4.99
92600,6653,2024-04-18,2024-04-18 01:41:56,Web,COMPLETED,0.00
92601,6357,2024-04-18,2024-04-18 22:05:06,Marketplace,COMPLETED,6.99
92602,6209,2024-04-18,2024-04-18 21:03:14,Web,COMPLETED,6.99
92603,5999,2024-04-18,2024-04-18 00:18:58,Mobile App,COMPLETED,4.99
92604,5760,2024-04-18,2024-04-18 09:08:19,Mobile App,COMPLETED,8.99
92605,5884,2024-04-18,2024-04-18 10:53:08,Mobile App,COMPLETED,6.99
92606,6179,2024-04-18,2024-04-18 23:46:02,Marketplace,CANCELLED,0.00
92607,6273,2024-04-18,2024-04-18 10:00:58,Web,COMPLETED,8.99
